Timestamp,Date,Hour,Site,Lat,Lng,Device,EnergyKwh,Temperature,Humidity,Status
2026-07-01 04:00,2026-07-01,4,Jakarta,-6.2,106.8,Machinery,29.77,25.1,62.6,OK
2026-07-01 04:00,2026-07-01,4,Surabaya,-7.25,112.75,HVAC,21.96,27.4,81.1,OK
2026-07-01 04:00,2026-07-01,4,Surabaya,-7.25,112.75,Lighting,6.84,24.5,63.5,OK
2026-07-01 04:00,2026-07-01,4,Surabaya,-7.25,112.75,Servers,15.65,27.7,73.3,OK
2026-07-01 04:00,2026-07-01,4,Surabaya,-7.25,112.75,Machinery,25.55,24.7,72.9,OK
2026-07-01 04:00,2026-07-01,4,Bandung,-6.9,107.6,HVAC,14.51,27.3,75.4,OK
2026-07-01 04:00,2026-07-01,4,Bandung,-6.9,107.6,Lighting,4.93,27.7,83.3,OK
2026-07-01 04:00,2026-07-01,4,Bandung,-6.9,107.6,Servers,11.36,26.6,72.9,OK
2026-07-01 04:00,2026-07-01,4,Bandung,-6.9,107.6,Machinery,19.33,25,67,OK
2026-07-01 04:00,2026-07-01,4,Medan,3.58,98.67,HVAC,10.68,27.3,83.8,OK
2026-07-01 04:00,2026-07-01,4,Medan,3.58,98.67,Lighting,4.61,25.6,83.6,OK
2026-07-01 04:00,2026-07-01,4,Medan,3.58,98.67,Servers,10.23,27,60.9,OK
2026-07-01 04:00,2026-07-01,4,Medan,3.58,98.67,Machinery,15.26,24.8,59.6,OK
2026-07-01 05:00,2026-07-01,5,Jakarta,-6.2,106.8,HVAC,26.29,25.4,74.6,OK
2026-07-01 05:00,2026-07-01,5,Jakarta,-6.2,106.8,Lighting,9.2,24.1,65.6,OK
2026-07-01 05:00,2026-07-01,5,Jakarta,-6.2,106.8,Servers,22.06,25.9,81.7,OK
2026-07-01 05:00,2026-07-01,5,Jakarta,-6.2,106.8,Machinery,35,27.2,63.4,OK
2026-07-01 05:00,2026-07-01,5,Surabaya,-7.25,112.75,HVAC,21.05,26.9,60.7,OK
2026-07-01 05:00,2026-07-01,5,Surabaya,-7.25,112.75,Lighting,6.15,24.5,77.2,Warning
2026-07-01 05:00,2026-07-01,5,Surabaya,-7.25,112.75,Servers,17.04,24.6,70.5,OK
2026-07-01 05:00,2026-07-01,5,Surabaya,-7.25,112.75,Machinery,29.64,27,60.9,OK
2026-07-01 05:00,2026-07-01,5,Bandung,-6.9,107.6,HVAC,15.17,27.7,55.3,OK
2026-07-01 05:00,2026-07-01,5,Bandung,-6.9,107.6,Lighting,5.24,24.3,63.3,OK
2026-07-01 05:00,2026-07-01,5,Bandung,-6.9,107.6,Servers,10.67,24.9,71.3,OK
2026-07-01 05:00,2026-07-01,5,Bandung,-6.9,107.6,Machinery,19.85,24.6,55.4,OK
2026-07-01 05:00,2026-07-01,5,Medan,3.58,98.67,HVAC,13.07,27.3,74.9,OK
2026-07-01 05:00,2026-07-01,5,Medan,3.58,98.67,Lighting,3.54,26.5,68.6,OK
2026-07-01 05:00,2026-07-01,5,Medan,3.58,98.67,Servers,9.9,26.6,68.8,OK
2026-07-01 05:00,2026-07-01,5,Medan,3.58,98.67,Machinery,17.42,26.6,55.1,OK
2026-07-01 06:00,2026-07-01,6,Jakarta,-6.2,106.8,HVAC,24.09,25.8,63.9,OK
2026-07-01 06:00,2026-07-01,6,Jakarta,-6.2,106.8,Lighting,9.8,24.8,78.5,OK
2026-07-01 06:00,2026-07-01,6,Jakarta,-6.2,106.8,Servers,18.53,24.8,56.6,OK
2026-07-01 06:00,2026-07-01,6,Jakarta,-6.2,106.8,Machinery,35.87,26.4,69.9,OK
2026-07-01 06:00,2026-07-01,6,Surabaya,-7.25,112.75,HVAC,17.69,26.4,61.8,OK
2026-07-01 06:00,2026-07-01,6,Surabaya,-7.25,112.75,Lighting,5.79,26.9,67.7,OK
2026-07-01 06:00,2026-07-01,6,Surabaya,-7.25,112.75,Servers,14.68,26.6,68.8,OK
2026-07-01 06:00,2026-07-01,6,Surabaya,-7.25,112.75,Machinery,28.47,27.2,69.2,OK
2026-07-01 06:00,2026-07-01,6,Bandung,-6.9,107.6,HVAC,13.52,25.5,80.9,OK
2026-07-01 06:00,2026-07-01,6,Bandung,-6.9,107.6,Lighting,5.74,25.7,59.2,OK
2026-07-01 06:00,2026-07-01,6,Bandung,-6.9,107.6,Servers,8.77,24.8,55.7,OK
2026-07-01 06:00,2026-07-01,6,Bandung,-6.9,107.6,Machinery,20.4,25.9,77.9,Warning
2026-07-01 06:00,2026-07-01,6,Medan,3.58,98.67,HVAC,11.4,26.9,65.2,OK
2026-07-01 06:00,2026-07-01,6,Medan,3.58,98.67,Lighting,4.29,24.4,57.4,OK
2026-07-01 06:00,2026-07-01,6,Medan,3.58,98.67,Servers,7.7,25.7,58.9,OK
2026-07-01 06:00,2026-07-01,6,Medan,3.58,98.67,Machinery,18.97,27.3,80.3,OK
2026-07-01 07:00,2026-07-01,7,Jakarta,-6.2,106.8,HVAC,28.85,25,77.4,OK
2026-07-01 07:00,2026-07-01,7,Jakarta,-6.2,106.8,Lighting,9.66,25.8,81.3,OK
2026-07-01 07:00,2026-07-01,7,Jakarta,-6.2,106.8,Servers,18.59,27.8,81.4,OK
2026-07-01 07:00,2026-07-01,7,Jakarta,-6.2,106.8,Machinery,37.41,26.5,64.2,OK
2026-07-01 07:00,2026-07-01,7,Surabaya,-7.25,112.75,HVAC,24.08,25.8,78.8,OK
2026-07-01 07:00,2026-07-01,7,Surabaya,-7.25,112.75,Lighting,6.86,26.2,66.6,OK
2026-07-01 07:00,2026-07-01,7,Surabaya,-7.25,112.75,Servers,13.63,25.2,55.3,OK
2026-07-01 07:00,2026-07-01,7,Surabaya,-7.25,112.75,Machinery,24.89,24.1,71,OK
2026-07-01 07:00,2026-07-01,7,Bandung,-6.9,107.6,HVAC,14.28,25.5,57.5,OK
2026-07-01 07:00,2026-07-01,7,Bandung,-6.9,107.6,Lighting,5.49,26.2,63.4,OK
2026-07-01 07:00,2026-07-01,7,Bandung,-6.9,107.6,Servers,12.35,26.5,68.7,OK
2026-07-01 07:00,2026-07-01,7,Bandung,-6.9,107.6,Machinery,17.53,24.8,80.7,OK
2026-07-01 07:00,2026-07-01,7,Medan,3.58,98.67,HVAC,11.18,24.5,61.7,OK
2026-07-01 07:00,2026-07-01,7,Medan,3.58,98.67,Lighting,3.6,27.9,60,OK
2026-07-01 07:00,2026-07-01,7,Medan,3.58,98.67,Servers,10.78,26.4,82.5,OK
2026-07-01 07:00,2026-07-01,7,Medan,3.58,98.67,Machinery,16.92,25.8,67.8,OK
2026-07-01 08:00,2026-07-01,8,Jakarta,-6.2,106.8,HVAC,56.91,26.7,70.6,OK
2026-07-01 08:00,2026-07-01,8,Jakarta,-6.2,106.8,Lighting,19.85,27.9,63.2,OK
2026-07-01 08:00,2026-07-01,8,Jakarta,-6.2,106.8,Servers,36.31,24.4,55.6,OK
2026-07-01 08:00,2026-07-01,8,Jakarta,-6.2,106.8,Machinery,64.81,27.6,82.8,OK
2026-07-01 08:00,2026-07-01,8,Surabaya,-7.25,112.75,HVAC,45.32,26.3,64.5,OK
2026-07-01 08:00,2026-07-01,8,Surabaya,-7.25,112.75,Lighting,17.24,25,59.6,OK
2026-07-01 08:00,2026-07-01,8,Surabaya,-7.25,112.75,Servers,29.25,27.7,69.5,OK
2026-07-01 08:00,2026-07-01,8,Surabaya,-7.25,112.75,Machinery,63.76,27.4,62.9,OK
2026-07-01 08:00,2026-07-01,8,Bandung,-6.9,107.6,HVAC,29.56,24.1,56.7,OK
2026-07-01 08:00,2026-07-01,8,Bandung,-6.9,107.6,Lighting,11.99,26.2,81.8,OK
2026-07-01 08:00,2026-07-01,8,Bandung,-6.9,107.6,Servers,27.41,27.5,59,OK
2026-07-01 08:00,2026-07-01,8,Bandung,-6.9,107.6,Machinery,51.81,25.3,56.8,OK
2026-07-01 08:00,2026-07-01,8,Medan,3.58,98.67,HVAC,31.49,27.3,84.3,OK
2026-07-01 08:00,2026-07-01,8,Medan,3.58,98.67,Lighting,8.35,25.1,74.1,OK
2026-07-01 08:00,2026-07-01,8,Medan,3.58,98.67,Servers,21.28,24.5,58,OK
2026-07-01 08:00,2026-07-01,8,Medan,3.58,98.67,Machinery,38.25,24.6,76.3,OK
2026-07-01 09:00,2026-07-01,9,Jakarta,-6.2,106.8,HVAC,66.48,26.4,74.4,OK
2026-07-01 09:00,2026-07-01,9,Jakarta,-6.2,106.8,Lighting,22.37,25.6,67.6,OK
2026-07-01 09:00,2026-07-01,9,Jakarta,-6.2,106.8,Servers,45.24,24.7,64,OK
2026-07-01 09:00,2026-07-01,9,Jakarta,-6.2,106.8,Machinery,64.85,24.8,68.6,OK
2026-07-01 09:00,2026-07-01,9,Surabaya,-7.25,112.75,HVAC,52.76,26.2,68.3,OK
2026-07-01 09:00,2026-07-01,9,Surabaya,-7.25,112.75,Lighting,17.7,25.6,63.4,OK
2026-07-01 09:00,2026-07-01,9,Surabaya,-7.25,112.75,Servers,31.44,27.5,84.8,OK
2026-07-01 09:00,2026-07-01,9,Surabaya,-7.25,112.75,Machinery,59.03,25.1,74.8,OK
2026-07-01 09:00,2026-07-01,9,Bandung,-6.9,107.6,HVAC,29.16,27.3,58.8,OK
2026-07-01 09:00,2026-07-01,9,Bandung,-6.9,107.6,Lighting,11.97,27.9,57.7,OK
2026-07-01 09:00,2026-07-01,9,Bandung,-6.9,107.6,Servers,23.05,24.3,59.9,OK
2026-07-01 09:00,2026-07-01,9,Bandung,-6.9,107.6,Machinery,52.28,26.9,57.2,OK
2026-07-01 09:00,2026-07-01,9,Medan,3.58,98.67,HVAC,31.42,24.8,77.8,OK
2026-07-01 09:00,2026-07-01,9,Medan,3.58,98.67,Lighting,10.62,27.6,68.1,OK
2026-07-01 09:00,2026-07-01,9,Medan,3.58,98.67,Servers,19.56,26.9,76.1,OK
2026-07-01 09:00,2026-07-01,9,Medan,3.58,98.67,Machinery,37.04,27.5,69.2,OK
2026-07-01 10:00,2026-07-01,10,Jakarta,-6.2,106.8,HVAC,59.07,32.4,77.5,OK
2026-07-01 10:00,2026-07-01,10,Jakarta,-6.2,106.8,Lighting,16.27,30.5,61.7,OK
2026-07-01 10:00,2026-07-01,10,Jakarta,-6.2,106.8,Servers,41.14,30.7,67.4,OK
2026-07-01 10:00,2026-07-01,10,Jakarta,-6.2,106.8,Machinery,69.05,31.3,83.8,OK
2026-07-01 10:00,2026-07-01,10,Surabaya,-7.25,112.75,HVAC,51.76,32.6,81.4,OK
2026-07-01 10:00,2026-07-01,10,Surabaya,-7.25,112.75,Lighting,15.51,32.9,84.8,OK
2026-07-01 10:00,2026-07-01,10,Surabaya,-7.25,112.75,Servers,31.5,32.8,55.2,OK
2026-07-01 10:00,2026-07-01,10,Surabaya,-7.25,112.75,Machinery,55.01,30.5,81.2,OK
2026-07-01 10:00,2026-07-01,10,Bandung,-6.9,107.6,HVAC,34.82,33,68.4,OK
2026-07-01 10:00,2026-07-01,10,Bandung,-6.9,107.6,Lighting,13.29,33.2,62.8,OK
2026-07-01 10:00,2026-07-01,10,Bandung,-6.9,107.6,Servers,28.62,33.5,69.8,OK
2026-07-01 10:00,2026-07-01,10,Bandung,-6.9,107.6,Machinery,43.68,32.5,60.4,Warning
2026-07-01 10:00,2026-07-01,10,Medan,3.58,98.67,HVAC,32.45,30.2,60.3,OK
2026-07-01 10:00,2026-07-01,10,Medan,3.58,98.67,Lighting,11.71,31,82,OK
2026-07-01 10:00,2026-07-01,10,Medan,3.58,98.67,Servers,21.89,31.9,81.9,OK
2026-07-01 10:00,2026-07-01,10,Medan,3.58,98.67,Machinery,32.54,31.1,73.2,OK
2026-07-01 11:00,2026-07-01,11,Jakarta,-6.2,106.8,HVAC,53.92,33.5,61.6,OK
2026-07-01 11:00,2026-07-01,11,Jakarta,-6.2,106.8,Lighting,22.55,32.3,75.9,Warning
2026-07-01 11:00,2026-07-01,11,Jakarta,-6.2,106.8,Servers,40.36,31.3,62.6,OK
2026-07-01 11:00,2026-07-01,11,Jakarta,-6.2,106.8,Machinery,68.46,31.8,78.8,OK
2026-07-01 11:00,2026-07-01,11,Surabaya,-7.25,112.75,HVAC,46.69,30,60.8,OK
2026-07-01 11:00,2026-07-01,11,Surabaya,-7.25,112.75,Lighting,18.1,30.5,71.4,OK
2026-07-01 11:00,2026-07-01,11,Surabaya,-7.25,112.75,Servers,37.62,32.6,78,OK
2026-07-01 11:00,2026-07-01,11,Surabaya,-7.25,112.75,Machinery,70.08,33.6,68.2,OK
2026-07-01 11:00,2026-07-01,11,Bandung,-6.9,107.6,HVAC,30.58,30.6,62.6,OK
2026-07-01 11:00,2026-07-01,11,Bandung,-6.9,107.6,Lighting,10.79,32.7,58.9,OK
2026-07-01 11:00,2026-07-01,11,Bandung,-6.9,107.6,Servers,22.49,30.7,65.2,OK
2026-07-01 11:00,2026-07-01,11,Bandung,-6.9,107.6,Machinery,52.54,31,72.1,OK
2026-07-01 11:00,2026-07-01,11,Medan,3.58,98.67,HVAC,31.55,30.6,80.3,OK
2026-07-01 11:00,2026-07-01,11,Medan,3.58,98.67,Lighting,8.13,31.5,66.9,OK
2026-07-01 11:00,2026-07-01,11,Medan,3.58,98.67,Servers,19.59,33.5,74.3,OK
2026-07-01 11:00,2026-07-01,11,Medan,3.58,98.67,Machinery,43.44,30.8,58.4,OK
2026-07-01 12:00,2026-07-01,12,Jakarta,-6.2,106.8,HVAC,67.92,32.2,65.8,OK
2026-07-01 12:00,2026-07-01,12,Jakarta,-6.2,106.8,Lighting,17.2,30.8,65.5,OK
2026-07-01 12:00,2026-07-01,12,Jakarta,-6.2,106.8,Servers,48.24,30.1,81.7,OK
2026-07-01 12:00,2026-07-01,12,Jakarta,-6.2,106.8,Machinery,85.84,33.5,66,OK
2026-07-01 12:00,2026-07-01,12,Surabaya,-7.25,112.75,HVAC,38.45,32.4,79.2,OK
2026-07-01 12:00,2026-07-01,12,Surabaya,-7.25,112.75,Lighting,12.6,31.3,74.1,OK
2026-07-01 12:00,2026-07-01,12,Surabaya,-7.25,112.75,Servers,36.48,30.4,63.1,OK
2026-07-01 12:00,2026-07-01,12,Surabaya,-7.25,112.75,Machinery,49.41,33.6,65.6,OK
2026-07-01 12:00,2026-07-01,12,Bandung,-6.9,107.6,HVAC,27.61,33.3,78.1,OK
2026-07-01 12:00,2026-07-01,12,Bandung,-6.9,107.6,Lighting,13,32,84,OK
2026-07-01 12:00,2026-07-01,12,Bandung,-6.9,107.6,Servers,26.77,30,62.2,OK
2026-07-01 12:00,2026-07-01,12,Bandung,-6.9,107.6,Machinery,43.66,32.5,66.3,OK
2026-07-01 12:00,2026-07-01,12,Medan,3.58,98.67,HVAC,29.39,30.2,59.3,OK
2026-07-01 12:00,2026-07-01,12,Medan,3.58,98.67,Lighting,9.4,31.4,69,OK
2026-07-01 12:00,2026-07-01,12,Medan,3.58,98.67,Servers,24.4,31.8,64,OK
2026-07-01 12:00,2026-07-01,12,Medan,3.58,98.67,Machinery,44.98,33.2,79,OK
2026-07-01 13:00,2026-07-01,13,Jakarta,-6.2,106.8,HVAC,62.81,33,76.5,OK
2026-07-01 13:00,2026-07-01,13,Jakarta,-6.2,106.8,Lighting,16.59,33.7,75.6,OK
2026-07-01 13:00,2026-07-01,13,Jakarta,-6.2,106.8,Servers,44.36,31.3,84.1,OK
2026-07-01 13:00,2026-07-01,13,Jakarta,-6.2,106.8,Machinery,64.22,32.3,67.7,OK
2026-07-01 13:00,2026-07-01,13,Surabaya,-7.25,112.75,HVAC,50.11,33.3,56.3,OK
2026-07-01 13:00,2026-07-01,13,Surabaya,-7.25,112.75,Lighting,17.01,30.5,77.2,OK
2026-07-01 13:00,2026-07-01,13,Surabaya,-7.25,112.75,Servers,31.16,30.8,71.2,OK
2026-07-01 13:00,2026-07-01,13,Surabaya,-7.25,112.75,Machinery,53.45,33.4,72.1,OK
2026-07-01 13:00,2026-07-01,13,Bandung,-6.9,107.6,HVAC,29.58,31.1,66.4,OK
2026-07-01 13:00,2026-07-01,13,Bandung,-6.9,107.6,Lighting,13.03,31.7,64.9,OK
2026-07-01 13:00,2026-07-01,13,Bandung,-6.9,107.6,Servers,22.75,32.3,72.2,OK
2026-07-01 13:00,2026-07-01,13,Bandung,-6.9,107.6,Machinery,41.96,31.7,69.3,OK
2026-07-01 13:00,2026-07-01,13,Medan,3.58,98.67,HVAC,23.91,30.6,66.8,OK
2026-07-01 13:00,2026-07-01,13,Medan,3.58,98.67,Lighting,10.83,33.3,61.2,OK
2026-07-01 13:00,2026-07-01,13,Medan,3.58,98.67,Servers,16.94,30.1,73,OK
2026-07-01 13:00,2026-07-01,13,Medan,3.58,98.67,Machinery,36.74,31,65.9,OK
2026-07-01 14:00,2026-07-01,14,Jakarta,-6.2,106.8,HVAC,64.55,34,80.3,OK
2026-07-01 14:00,2026-07-01,14,Jakarta,-6.2,106.8,Lighting,17.28,32.8,61.9,OK
2026-07-01 14:00,2026-07-01,14,Jakarta,-6.2,106.8,Servers,41.91,31.9,73.5,OK
2026-07-01 14:00,2026-07-01,14,Jakarta,-6.2,106.8,Machinery,78.94,32.6,64.5,OK
2026-07-01 14:00,2026-07-01,14,Surabaya,-7.25,112.75,HVAC,50.53,30.9,67.4,OK
2026-07-01 14:00,2026-07-01,14,Surabaya,-7.25,112.75,Lighting,15.19,31.9,61.5,OK
2026-07-01 14:00,2026-07-01,14,Surabaya,-7.25,112.75,Servers,27.31,33.4,76.3,OK
2026-07-01 14:00,2026-07-01,14,Surabaya,-7.25,112.75,Machinery,68.22,31.7,60.7,OK
2026-07-01 14:00,2026-07-01,14,Bandung,-6.9,107.6,HVAC,29.67,33.2,65.1,OK
2026-07-01 14:00,2026-07-01,14,Bandung,-6.9,107.6,Lighting,11.55,32.7,58.4,OK
2026-07-01 14:00,2026-07-01,14,Bandung,-6.9,107.6,Servers,28.12,30.4,73,OK
2026-07-01 14:00,2026-07-01,14,Bandung,-6.9,107.6,Machinery,38.67,30.1,84.1,OK
2026-07-01 14:00,2026-07-01,14,Medan,3.58,98.67,HVAC,31.77,32.6,60.1,OK
2026-07-01 14:00,2026-07-01,14,Medan,3.58,98.67,Lighting,11.09,31.3,64.4,OK
2026-07-01 14:00,2026-07-01,14,Medan,3.58,98.67,Servers,23.28,31.8,77.3,OK
2026-07-01 14:00,2026-07-01,14,Medan,3.58,98.67,Machinery,46.03,31.4,69.2,OK
2026-07-01 15:00,2026-07-01,15,Jakarta,-6.2,106.8,HVAC,53.57,32,84.5,OK
2026-07-01 15:00,2026-07-01,15,Jakarta,-6.2,106.8,Lighting,18.19,33.7,65.8,OK
2026-07-01 15:00,2026-07-01,15,Jakarta,-6.2,106.8,Servers,35.37,30.3,58.6,OK
2026-07-01 15:00,2026-07-01,15,Jakarta,-6.2,106.8,Machinery,88.51,33.7,60.7,OK
2026-07-01 15:00,2026-07-01,15,Surabaya,-7.25,112.75,HVAC,53.19,31.4,60.7,OK
2026-07-01 15:00,2026-07-01,15,Surabaya,-7.25,112.75,Lighting,13.88,30.1,64,OK
2026-07-01 15:00,2026-07-01,15,Surabaya,-7.25,112.75,Servers,32.72,30.3,73.7,OK
2026-07-01 15:00,2026-07-01,15,Surabaya,-7.25,112.75,Machinery,70.76,33,65.4,OK
2026-07-01 15:00,2026-07-01,15,Bandung,-6.9,107.6,HVAC,35.3,32.1,55.5,OK
2026-07-01 15:00,2026-07-01,15,Bandung,-6.9,107.6,Lighting,9.12,30.8,56.2,OK
2026-07-01 15:00,2026-07-01,15,Bandung,-6.9,107.6,Servers,22.1,30.4,56.8,OK
2026-07-01 15:00,2026-07-01,15,Bandung,-6.9,107.6,Machinery,38.67,33.8,66.9,OK
2026-07-01 15:00,2026-07-01,15,Medan,3.58,98.67,HVAC,26.67,32.8,69.3,OK
2026-07-01 15:00,2026-07-01,15,Medan,3.58,98.67,Lighting,8.43,31.3,79.5,OK
2026-07-01 15:00,2026-07-01,15,Medan,3.58,98.67,Servers,18.38,30.4,63.7,OK
2026-07-01 15:00,2026-07-01,15,Medan,3.58,98.67,Machinery,35.36,30.9,59.3,OK
2026-07-01 16:00,2026-07-01,16,Jakarta,-6.2,106.8,HVAC,64.22,32.1,77.2,OK
2026-07-01 16:00,2026-07-01,16,Jakarta,-6.2,106.8,Lighting,22.77,31.9,55.5,OK
2026-07-01 16:00,2026-07-01,16,Jakarta,-6.2,106.8,Servers,38.82,31.6,80.7,OK
